,Precio,Marca,Modelo,Motor,Potencia,Km,Ciudad,Año,Image
175,33.800,Hyundai,Tucson 1.6 CRDI 48V Tecno,Diesel,136,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/b/medium/031087951316840752_01.jpg
176,35.900,Hyundai,i30 2.0 TGDI N,Gasolina,280,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/0/medium/031087933716797169_01.jpg
177,17.200,Hyundai,Kona 1.0 TGDI Klass 4x2,Gasolina,120,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/26/0/medium/031222786216840734_01.jpg
178,16.500,Hyundai,Bayon 1.0 TGDI 48V Maxx,Gasolina,100,7.800,Palencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/7/medium/031087931116795005_01.jpg
179,16.500,Hyundai,i30 1.0 TGDI Klass 120,Gasolina,120,110,Alicante,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/10/9/medium/03002117699cf4f39d-7f96-422b-8daa-72d2633554f5_original.jpg
180,29.300,Hyundai,Tucson 1.6 CRDI 48V Nline,Diesel,136,100,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/24/a/medium/4c0af35aff14fe67eb5a4a4e77d1014d.jpg
181,23.300,Hyundai,Ioniq PHEV 1.6 GDI Klass,Híbrido,141,4.000,Cantabria,2020,https://imgs.coches.com/coches/fotos/usados/2021/08/10/8/medium/b786f4d04ddfe98a154abbb59c1948bf.jpg
182,22.900,Hyundai,Kona HEV 1.6 GDI DT,Híbrido,141,86,Lleida,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/05/a/medium/a0b77032f580070da3b7c3dcaf31704b.jpg
183,20.900,Hyundai,Kona HEV 1.6 GDI DT,Híbrido,141,6.230,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/26/d/medium/b0e787be37db20e315d5f5352474a5da.jpg
184,25.500,Hyundai,Tucson 1.6 CRDI 48V Tecno,Diesel,136,6.300,Alicante,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/25/5/medium/0312144942310a17f3-0162-4456-8798-dfd7aff24f8a_original.jpg
185,25.800,Hyundai,Tucson 1.6 TGDI HEV Maxx,Híbrido,230,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/e/medium/031087944116840743_01.jpg
186,20.650,Hyundai,Kona 1.0 TGDI 48V Maxx,Gasolina,120,35,Lleida,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/13/f/medium/efdc94faa878d87e55d1d879a6f8e05e.jpg
187,20.900,Hyundai,Kona HEV 1.6 GDI DT,Híbrido,141,500,Lleida,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/22/a/medium/ee8214a1e1edf8ac9cd4d92e42e989de.jpeg
188,22.790,Hyundai,Kona HEV 1.6 GDI DT,Híbrido,141,8.635,Jaen,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/25/7/medium/031209642260961.jpg
189,21.800,Hyundai,Kona HEV 1.6 GDI DT,Híbrido,141,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/5/medium/031087941316840737_01.jpg
190,22.800,Hyundai,Tucson 1.6 TGDI Klass 4x2,Gasolina,150,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/8/medium/031087942516840740_01.jpg
191,29.900,Hyundai,Tucson 1.6 CRDI 48V Maxx,Diesel,136,20,Lleida,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/14/2/medium/7dda98d36c76dc74328caabd1f942078.jpeg
192,22.900,Hyundai,Tucson 1.6 TGDI Klass 4x2,Gasolina,150,25,Lugo,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/a/medium/c6e2e344c319cbf6aff42a6544776cee.jpg
193,30.800,Hyundai,Tucson 1.6 TGDI HEV Maxx,Híbrido,230,25,Zaragoza,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/11/a/medium/71675ab5cee790fdfb61c927fb670673.jpeg
194,16.700,Hyundai,Kona 1.0 TGDI Klass 4x2,Gasolina,120,25,Zaragoza,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/11/0/medium/2ece6652bd06ff1415a8368e6e22feef.JPE
195,20.500,Infiniti,Nissan Juke 1.0 DIG-T Visia 4x2,Gasolina,114,3.000,Girona,2021,https://imgs.coches.com/coches/fotos/usados/2021/05/07/a/medium/027016721772116598_1067884.jpg
196,31.900,Infiniti,Nissan Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,9.800,Girona,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/30/1/medium/2e5064a0d73cc2b608a5df5a42146a15.jpg
197,25.900,Infiniti,Nissan X-Trail 1.3 DIG-T Visia 4x2,Gasolina,160,10,Girona,2021,https://imgs.coches.com/coches/fotos/usados/2021/05/28/5/medium/027379041570438074_1060897.jpg
198,15.500,Infiniti,Nissan Micra IG-T Acenta CVT 92,Gasolina,92,5.000,Girona,2021,https://imgs.coches.com/coches/fotos/usados/2021/05/15/1/medium/027146243172116596_1077284.jpg
199,14.900,Infiniti,Nissan Micra IG-T N-Tec CVT 100,Gasolina,100,5.000,Girona,2020,https://imgs.coches.com/coches/fotos/usados/2021/05/07/4/medium/027016719971958500_1060702.jpg
200,15.900,Infiniti,Nissan Micra IG-T Acenta CVT 92,Gasolina,92,0,Girona,2021,https://imgs.coches.com/coches/fotos/usados/2021/05/07/4/medium/027016721572116597_1067770.jpg
201,27.350,Infiniti,Nissan Evalia e-NV200 5 40kWh,Eléctrico,109,3.000,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/09/24/5/medium/029260694359ab2afa57c4905de296ae86756146ef_original.jpg
202,15.900,Infiniti,Nissan Micra IG-TTekna CVT 92,Gasolina,92,0,Girona,2021,https://imgs.coches.com/coches/fotos/usados/2021/06/03/5/medium/027490159572944839_1091472.jpg
203,48.900,Jaguar,E-Pace 2.0D I4 SE AWD Aut.,Diesel,204,3.416,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/0311536267346715-1641838452993.jpg
204,49.900,Jaguar,XE 2.0i4D MHEV R-Dyn,Diesel,204,10,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/f/medium/39a5c61c124f961a867d85e91af4465d.jpg
205,49.900,Jaguar,E-Pace 2.0D I4 R-Dynamic,Diesel,180,10,Salamanca,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/16/5/medium/f790a049e247d7cdeb4f5966b743e6fc.jpg
206,53.990,Jaguar,I-Pace S,Eléctrico,400,1,"Palmas, Las",2022,https://imgs.coches.com/coches/fotos/usados/2022/01/14/9/medium/f5e4247a64481a3b49d5d51458af4dd1.jpg
207,53.960,Jaguar,XF 2.0i4D S 204 AWD,Diesel,204,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/04/21/0/medium/e249d6964c5c5555ac9f217b5f339373.JPG
208,90.600,Jaguar,F-Type Coupé 2.0 I4,Gasolina,300,10,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/e/medium/9c93c9c5c36279b647680ed2e021bd18.jpg
209,51.318,Jaguar,F-Type Coupé 2.0 I4 Aut. 300,Gasolina,300,5.963,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/18/8/medium/031094761316808398_01.jpg
210,63.900,Jaguar,XF 2.0i4D R-Dynamic S,Diesel,204,10,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/6/medium/793f128e0c8277033c18c406360362bc.jpg
211,71.900,Jaguar,I-Pace HSE,Eléctrico,400,3.437,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/f/medium/ad35c7d1dfd82a0a7290ad7ea86af6ed.JPG
212,85.195,Jaguar,F-Pace 2.0 l4 PHEV Standard,Híbrido,404,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/30/b/medium/9a6fb5ef82c8f9aeda9512e2191a30dc.JPG
213,129.720,Jaguar,F-Pace 5.0 V8 SVR Aut. AWD,Gasolina,550,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/17/9/medium/3c0ec13f4087fbb3932a6de3f13bdb5b.JPG
214,48.000,Jaguar,E-Pace 2.0D I4 R-Dynamic,Diesel,163,9.060,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/11/b/medium/0304875115de5564b7-cc68-480d-bdeb-5d91806908e5_original.jpg
215,51.285,Jaguar,E-Pace 2.0D I4 S AWD Aut.,Diesel,180,6.000,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/13/0/medium/030080268562a9f0f1-4b37-4f82-95ac-8d7c239a3632_original.jpg
216,69.795,Jaguar,F-Pace 2.0 l4 PHEV Standard,Híbrido,404,0,Barcelona,2022,https://imgs.coches.com/coches/fotos/usados/2021/11/25/0/medium/030234385316425_01.JPG
217,53.900,Jaguar,E-Pace 2.0D I4 R-Dynamic,Diesel,163,0,Barcelona,2022,https://imgs.coches.com/coches/fotos/usados/2021/11/03/e/medium/029917400716510_01.JPG
218,45.900,Jaguar,E-Pace 2.0D I4 S AWD Aut.,Diesel,150,7.731,Cordoba,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/0311537901315367-foto1.jpg
219,45.900,Jaguar,E-Pace 2.0D I4 S AWD Aut.,Diesel,150,7.731,Cordoba,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/4/medium/0311538821315367-foto1.jpg
220,41.990,Jaguar,XF 2.0i4D R-Sport Aut.,Diesel,180,5,Malaga,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/3/medium/0311564263403531-1.png
221,54.760,Jaguar,F-Pace 2.0i4D R-Sport Aut.,Diesel,180,1.500,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/4/medium/0311564881416591-1.png
222,84.700,Jaguar,I-Pace SE,Eléctrico,400,4,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/10/0/medium/03047162259664107b-303a-4b98-88ff-6a306718d6df_original.jpg
223,33.000,Jeep,Compass 1.3 PHEV Limited 4x4,Híbrido,190,460,Malaga,2020,https://imgs.coches.com/coches/fotos/usados/2021/10/23/c/medium/029727494501_1601669852_936.jpg
224,30.990,Jeep,Compass 1.3 Gse T4 Limited,Gasolina,150,2.862,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/10/9/medium/310728c27a914bf4fcddbc8e33ec03a9.jpg
225,32.000,Jeep,Renegade 1.3 PHEV Limited 4x4,Híbrido,190,35,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/10/b/medium/f8ec9750f10f6d8ea444a9635731325f.jpg
226,69.000,Jeep,Gladiator 3.0 CRD Launch,Diesel,264,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/11/2/medium/0304880767635079e85e5b52d3540af6ae2c3db01a_original.jpg
227,18.700,Jeep,Compass 1.3 Gse T4 Longitude,Gasolina,130,10.000,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/08/27/3/medium/a276695188a539709f2a653603b14dfb.jpg
228,63.990,Jeep,Wrangler Unlimited 2.0 4xe,Híbrido,380,5,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/9/medium/8cfb0ce77320a1137dd48febf205727b.jpg
229,64.990,Jeep,Wrangler Unlimited 2.0 4xe,Híbrido,380,30,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/3/medium/28f277caea5d02e7ebed6ac79a74749d.jpg
230,54.900,Jeep,Wrangler 2.0T GME Sahara,Gasolina,270,30,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/8/medium/8788c572c3ac33900ab5564ce1878e80.jpg
231,35.990,Jeep,Compass 1.3 PHEV Limited,Híbrido,190,5,Burgos,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/31/f/medium/030808187151ce85f8-e5b0-47fc-97f7-71f09d9b3afa_original.jpg
232,35.990,Jeep,Compass 1.3 PHEV Limited,Híbrido,190,5,Burgos,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/31/2/medium/0307988443f728d7bb-6709-433c-b259-33fbd93642c3_original.jpg
233,24.990,Jeep,Compass 1.6 Mjt Longitude,Diesel,130,1,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/4/medium/03055784091.jpg
234,26.990,Jeep,Compass 1.6 Mjt Longitude,Diesel,130,20,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/0/medium/0311563729159133-01.jpg
235,26.990,Jeep,Compass 1.6 Mjt Longitude,Diesel,130,20,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/0311563689159133-01.jpg
236,26.100,Jeep,Compass 1.6 Mjt Longitude,Diesel,130,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/23/d/medium/64a585e131922be4a18b4509545ef462.JPG
237,27.390,Jeep,Compass 1.6 Mjt Longitude,Diesel,130,10,Castellon,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/e/medium/0303315984017cb6c5-1ceb-db7d-eb85-9acbbf2eddab.jpg
238,43.990,Jeep,Compass 1.3 PHEV Trailhawk,Híbrido,240,1.000,"Rioja, La",2021,https://imgs.coches.com/coches/fotos/usados/2021/10/23/5/medium/0297229841imagen.jpeg
239,25.998,Jeep,Compass 1.6 Mjt Longitude,Diesel,130,0,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/20/e/medium/35f885cacf08d372760baba2b134a75c.jpg
240,27.390,Jeep,Compass 1.6 Mjt Longitude,Diesel,130,10,Castellon,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/19/4/medium/0296752233017b1702-7097-ff9e-c2dd-dc991f0b721f.jpg
241,25.998,Jeep,Compass 1.6 Mjt Limited FWD,Diesel,130,0,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/08/05/a/medium/975d71d70417c8a56b383fef0a3f424d.jpg
242,25.998,Jeep,Compass 1.6 Mjt Limited FWD,Diesel,130,0,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/08/03/9/medium/e7f7dc6d3b23671fc6e1107fd0773a69.jpg
243,36.900,Kia,Sorento 1.6 T-GDi HEV Drive,Híbrido,233,9.900,Palencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/8/medium/031087871716631682_01.jpg
244,24.950,Kia,Sportage 1.6 T-GDi MHEV,Gasolina,150,1.500,"Coruña, A",2022,https://imgs.coches.com/coches/fotos/usados/2022/01/20/0/medium/0311253549017e724f-2859-7837-a01d-817d7a13cc9d.jpg
245,25.000,Kia,XCeed 1.6 PHEV eDrive Aut.,Híbrido,141,4.132,Alicante,2020,https://imgs.coches.com/coches/fotos/usados/2021/10/15/c/medium/029617168393fba003-eab1-4544-8013-3b390afcc7c3_original.jpg
246,27.990,Kia,Soul e- Emotion,Eléctrico,136,1.800,"Palmas, Las",2020,https://imgs.coches.com/coches/fotos/usados/2021/05/20/e/medium/25955541d7bb949ffb02fcd6cef99918.jpg
247,22.400,Kia,Niro 1.6 HEV Drive,Híbrido,141,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/4/medium/031087870916631679_01.jpg
248,16.900,Kia,XCeed 1.0 T-GDi,Gasolina,120,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/6/medium/031087874516631694_01.jpg
249,14.700,Kia,Stonic 1.0 T-GDi MHEV iMT,Gasolina,100,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/4/medium/031087864516603233_01.jpg
250,18.900,Kia,XCeed 1.0 T-GDi,Gasolina,120,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/f/medium/031087865716603242_01.jpg
251,29.500,Kia,XCeed 1.6 PHEV eMotion,Híbrido,141,10,Alicante,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/02/5/medium/030350661357344474-867f-472e-8c51-47723612064c_original.jpg
252,14.300,Kia,Ceed 1.0 T-GDI,Gasolina,100,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/12/4/medium/029553988314342478_01.jpg
253,14.300,Kia,Ceed 1.0 T-GDI,Gasolina,100,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/12/6/medium/030496206115920736_01.jpg
254,18.900,Kia,Ceed 1.4 T-GDI,Gasolina,140,7.400,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/7/medium/0311561065249762-CEED_AUTOMATICO.jpg
255,23.990,Kia,Niro E- Concept,Eléctrico,136,2.100,"Palmas, Las",2020,https://imgs.coches.com/coches/fotos/usados/2021/05/13/5/medium/08780e0a4d6b2a4e021691fe3e350e11.jpg
256,13.490,Kia,Rio 1.0 T-GDi MHEV iMT,Gasolina,100,10.000,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/05/4/medium/0308887341e8e4889d-bed0-49ba-a33b-ecb8527bba28_original.jpg
257,22.490,Kia,Sportage 1.6 MHEV Drive 4x2,Diesel,136,7.903,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/04/e/medium/0308794669446e5533-a49d-4701-9b85-622cb2b4a3d8_original.jpg
258,30.900,Kia,Soul e- Drive Long Range,Eléctrico,204,1.200,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/18/8/medium/fb28aa29532d1d502f4ee00761e80582.jpg
259,16.200,Kia,Ceed 1.0 T-GDI,Gasolina,100,10.000,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/02/8/medium/a6d13f9678631d6cb1ed7086e6f350c8.jpg
260,25.500,Kia,Niro 1.6 PHEV Drive,Híbrido,141,1,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/12/8/medium/98943117f5c7ce1c4f0eb01b7514ebf2.jpg
261,24.899,Kia,Soul e- Drive Long Range,Eléctrico,204,3.782,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/1/medium/0311559407106014-1-5755-LSP_wm.jpg
262,16.090,Kia,Ceed 1.0 T-GDI,Gasolina,120,8.990,Granada,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/b/medium/03099632256913LRM1.jpg
263,499.900,Lamborghini,SVJ,Gasolina,770,5.000,Barcelona,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/26/b/medium/031231195260bafc08-21fe-4e9d-9d64-43d482718101_01.jpg
264,88.560,Land Rover,2.0D I4 MHEV,Diesel,204,10,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/17/7/medium/2c28f0b0dc59d32cc3c6c9cb16614cd6.jpg
265,78.990,Land Rover,3.0SDV6 HSE Aut.,Diesel,249,9.241,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/a/medium/0311536279347256-1641838405020.jpg
266,58.900,Land Rover,2.0D I4 MHEV HSE,Diesel,205,10,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/8/medium/b4f760b7db3e238caa4f00ae648a7b57.jpg
267,38.000,Land Rover,2.0D I4 S FWD 163,Diesel,163,1.125,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/0/medium/031097288515077872_01.jpg
268,33.995,Land Rover,2.0D S FWD 150,Diesel,150,8.900,"Palmas, Las",2020,https://imgs.coches.com/coches/fotos/usados/2022/01/20/f/medium/0311395799b8249c646a3aea3c2ddbf7f94cdf2101_original.jpg
269,65.900,Land Rover,2.0D S 4WD Aut. 180,Diesel,180,10,Cordoba,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/3/medium/0311537823312527-foto1.jpg
270,58.800,Land Rover,2.0D S 4WD Aut. 180,Diesel,180,8.381,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/11/a/medium/030480979914741581_01.jpg
271,90.290,Land Rover,90 3.0D l6 MHEV SE,Diesel,250,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/19/1/medium/ac69e51a9d2ea443976aa64f17f35a38.JPG
272,66.715,Land Rover,110 3.0D l6 MHEV,Diesel,200,0,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/14/e/medium/78273defacab79a1a598dc15d1fac7ac.JPG
273,97.000,Land Rover,2.0 i4 PHEV,Híbrido,404,8.080,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/11/4/medium/0304875089a8a8f1bb-8a7f-43a8-877e-d0dca642f027_original.jpg
274,84.900,Land Rover,110 2.0 Si4 S AWD,Gasolina,300,9.200,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/04/3/medium/03037431379913LPW_01.JPG
275,95.225,Land Rover,2.0D I4 MHEV,Diesel,204,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/08/09/8/medium/7ae6c0eb5f970ddc0366ea4710dca62c.JPG
276,76.000,Land Rover,3.0D I6 MHEV S Aut.,Diesel,249,9.012,Illes Balears,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/5/medium/ec0d93c1f1b8d9a15ed986fafed476bf.jpg
277,46.000,Land Rover,2.0D I4 MHEV HSE,Diesel,163,10,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/6/medium/17cf0fe76584a0df410ea5019e5af54d.jpg
278,68.400,Land Rover,2.0SD4 SE Aut.,Diesel,240,10,Salamanca,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/16/f/medium/a238900664fb7f23a18a5eba33abafab.jpg
279,102.825,Land Rover,2.0 Si4 PHEV HSE,Híbrido,404,0,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/14/6/medium/8014b45ce195c6617a1f33129e9b3a3e.JPG
280,50.925,Land Rover,2.0D I4 Standard,Diesel,163,0,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/07/2/medium/bc6159c06afc9818a5dc7c2326952878.JPG
281,112.000,Land Rover,3.0D I6 MHEV Vogue,Diesel,350,4.851,Cordoba,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/9/medium/0311538033346828-foto1.jpg
282,112.000,Land Rover,3.0D I6 MHEV Vogue,Diesel,350,4.851,Cordoba,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/0311539023346828-foto1.jpg
283,53.900,Land Rover,2.0D MHEV,Diesel,180,4.053,Cordoba,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/a/medium/0311537791305878-foto1.jpg
284,52.395,Lexus,ES 300h F-Sport,Híbrido,218,8.759,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/12/7/medium/03006099911636650774197.jpg
285,48.600,Lexus,UX 250h Luxury 2WD,Híbrido,184,10.000,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/06/8/medium/02947058131633451239473.jpg
286,57.995,Lexus,RX 450h Business,Híbrido,313,6.935,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/20/f/medium/03016422691637347119522.jpg
287,64.500,Lexus,RX 450h F Sport,Híbrido,313,5.000,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/6/medium/0311547359739810-692548_1_281696x128029_.JPG
288,36.909,Lexus,NX 300h Executive,Híbrido,197,6.952,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/18/2/medium/031097065316634701_01.jpg
289,32.790,Lexus,UX 250h Business 2WD,Híbrido,184,30,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/26/a/medium/03123228966e913af37634191766f65fdbbfb3c848-6441436-a8f598e875d5749e3dde1b634992b7fc34ec90d6-vehicle-gallery-big.jpg
290,33.500,Lexus,UX 300e Business,Eléctrico,204,1,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/5/medium/0311548369744425-744425_1_281696x128029_.JPG
291,91.895,Lexus,LS 500h Luxury Art,Híbrido,359,9.770,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/19/e/medium/03015178271637238650459.jpg
292,74.995,Lexus,RX 450h Luxury,Híbrido,313,8.000,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/26/1/medium/02977248871635179653008.jpg
293,25.900,Lexus,CT 200h Executive,Híbrido,136,2.000,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2021/08/21/3/medium/0287458549017b6350-adb2-0c36-edf9-4f1fc62198a7.jpg
294,36.700,Lexus,NX 300h Business 2WD,Híbrido,197,5.500,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2021/06/25/8/medium/2278549766017a3f12-b57c-6266-4bba-6cb6036eabe7.jpg
295,35.995,Lexus,UX 300e Business,Eléctrico,204,600,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2021/06/03/6/medium/22748706250179cc7d-4868-fbb1-39ac-b3fa6824f327.jpg
296,38.800,Lexus,NX 300h Executive,Híbrido,197,9.951,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311564821495349-1.png
297,37.900,Lexus,UX 300e Business,Eléctrico,204,1.150,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/f/medium/031155925592277-WhatsApp_Image_2021-07-22_at_10.14.16.jpeg
298,48.400,Lexus,UX 300e Business,Eléctrico,204,250,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/23/2/medium/029727502501_1625170816_438.jpg
299,38.400,Lexus,NX 300h Premium 2WD,Híbrido,197,10,Vizcaya,2021,https://imgs.coches.com/coches/fotos/usados/2021/02/03/3/medium/621b7aa45eaf686d5a426c8061049f6b.jpeg
300,58.900,Lexus,RX 450h Business,Híbrido,313,1.000,Castellon,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/19/d/medium/0301482033640x480.jpg
301,31.500,Lexus,UX 250h Business,Híbrido,184,4.432,Burgos,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/20/c/medium/0301599331640x480.jpg
302,31.500,Lexus,UX 250h Business,Híbrido,184,4.657,Burgos,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/20/5/medium/0301599305640x480.jpg
303,34.900,Lexus,NX 300h Business 2WD,Híbrido,197,9.412,Burgos,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/20/9/medium/0301599249640x480.jpg
304,22.990,Mazda,CX-30 2.0 Skyactiv-X Zenith,Gasolina,180,6.837,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/26/6/medium/031231791015f8e8d867dafa8ba14e6c3088b5c9b1-5869446-2aa5a356158c44156ad0ff86776ac2082352b14c-wc-265.jpg
305,24.500,Mazda,CX-30 2.0 Skyactiv-X,Gasolina,186,4.352,"Palmas, Las",2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/8/medium/f2d65dc17e3bf56a2ae597eeb23d91e3.jpg
306,25.300,Mazda,3 Sedán 2.0 Skyactiv-X,Gasolina,180,100,Alava,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/4/medium/421df5a8fab3d2b08c67736f13de5480.png
307,26.600,Mazda,CX-30 2.0 Skyactiv-X,Gasolina,186,5,Avila,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/07/e/medium/88037fc7b6ffdebcea7d8d9dc2e111ac.jpg
308,32.300,Mazda,CX-5 2.2 Skyactiv-D,Diesel,150,5,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/21/8/medium/174276528e9002da62a9f9ec3f37cd43.jpg
309,29.800,Mazda,CX-5 2.0 Skyactiv-G,Gasolina,165,5,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/19/7/medium/75a42cac2908d502912f8ec9de153e08.jpg
